GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GMY001
"G2800230","2000","3","6","Mississippi","28","Clarke","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clarke County",26610
"G2800250","2000","3","6","Mississippi","28","Clay","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",27372
"G2800270","2000","3","6","Mississippi","28","Coahoma","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coahoma County",22338
"G2800290","2000","3","6","Mississippi","28","Copiah","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Copiah County",26358
"G2800310","2000","3","6","Mississippi","28","Covington","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Covington County",26669
"G2800330","2000","3","6","Mississippi","28","Desoto","033",,,,,,,,,,,,,"4920","9999","9999",,,,,,,,"DeSoto County",48206
"G2800350","2000","3","6","Mississippi","28","Forrest","035",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Forrest County",27420
"G2800370","2000","3","6","Mississippi","28","Franklin","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",24885
"G2800390","2000","3","6","Mississippi","28","George","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"George County",34730
"G2800410","2000","3","6","Mississippi","28","Greene","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",28336
"G2800430","2000","3","6","Mississippi","28","Grenada","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grenada County",27385
"G2800450","2000","3","6","Mississippi","28","Hancock","045",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Hancock County",35202
"G2800470","2000","3","6","Mississippi","28","Harrison","047",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Harrison County",35624
"G2800490","2000","3","6","Mississippi","28","Hinds","049",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Hinds County",33991
"G2800510","2000","3","6","Mississippi","28","Holmes","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holmes County",17235
"G2800530","2000","3","6","Mississippi","28","Humphreys","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humphreys County",20566
"G2800550","2000","3","6","Mississippi","28","Issaquena","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Issaquena County",19936
"G2800570","2000","3","6","Mississippi","28","Itawamba","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itawamba County",31156
"G2800590","2000","3","6","Mississippi","28","Jackson","059",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Jackson County",39118
"G2800610","2000","3","6","Mississippi","28","Jasper","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",24441
"G2800630","2000","3","6","Mississippi","28","Jefferson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",18447
"G2800650","2000","3","6","Mississippi","28","Jefferson Davis","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson Davis County",21834
"G2800670","2000","3","6","Mississippi","28","Jones","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",28786
"G2800690","2000","3","6","Mississippi","28","Kemper","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kemper County",23998
"G2800710","2000","3","6","Mississippi","28","Lafayette","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lafayette County",28517
"G2800730","2000","3","6","Mississippi","28","Lamar","073",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Lamar County",37628
"G2800750","2000","3","6","Mississippi","28","Lauderdale","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lauderdale County",30768
"G2800770","2000","3","6","Mississippi","28","Lawrence","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",28495
"G2800790","2000","3","6","Mississippi","28","Leake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leake County",27055
"G2800810","2000","3","6","Mississippi","28","Lee","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",36165
"G2800830","2000","3","6","Mississippi","28","Leflore","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leflore County",21518
"G2800850","2000","3","6","Mississippi","28","Lincoln","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",27279
"G2800870","2000","3","6","Mississippi","28","Lowndes","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lowndes County",32123
"G2800890","2000","3","6","Mississippi","28","Madison","089",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Madison County",46970
"G2800910","2000","3","6","Mississippi","28","Marion","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",24555
"G2800930","2000","3","6","Mississippi","28","Marshall","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",28756
"G2800950","2000","3","6","Mississippi","28","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",30307
"G2800970","2000","3","6","Mississippi","28","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",25270
"G2800990","2000","3","6","Mississippi","28","Neshoba","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neshoba County",28300
"G2801010","2000","3","6","Mississippi","28","Newton","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",28735
"G2801030","2000","3","6","Mississippi","28","Noxubee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Noxubee County",22330
"G2801050","2000","3","6","Mississippi","28","Oktibbeha","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oktibbeha County",24899
"G2801070","2000","3","6","Mississippi","28","Panola","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Panola County",26785
"G2801090","2000","3","6","Mississippi","28","Pearl River","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pearl River County",30912
"G2801110","2000","3","6","Mississippi","28","Perry","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",27189
"G2801130","2000","3","6","Mississippi","28","Pike","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",24562
"G2801150","2000","3","6","Mississippi","28","Pontotoc","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pontotoc County",32055
"G2801170","2000","3","6","Mississippi","28","Prentiss","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prentiss County",28446
"G2801190","2000","3","6","Mississippi","28","Quitman","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Quitman County",20636
"G2801210","2000","3","6","Mississippi","28","Rankin","121",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Rankin County",44946
"G2801230","2000","3","6","Mississippi","28","Scott","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",26686
"G2801250","2000","3","6","Mississippi","28","Sharkey","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sharkey County",22285
"G2801270","2000","3","6","Mississippi","28","Simpson","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Simpson County",28343
"G2801290","2000","3","6","Mississippi","28","Smith","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smith County",30840
"G2801310","2000","3","6","Mississippi","28","Stone","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",30495
"G2801330","2000","3","6","Mississippi","28","Sunflower","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sunflower County",24970
"G2801350","2000","3","6","Mississippi","28","Tallahatchie","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tallahatchie County",22229
"G2801370","2000","3","6","Mississippi","28","Tate","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tate County",35836
"G2801390","2000","3","6","Mississippi","28","Tippah","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tippah County",29300
"G2801410","2000","3","6","Mississippi","28","Tishomingo","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tishomingo County",28315
"G2801430","2000","3","6","Mississippi","28","Tunica","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tunica County",23270
"G2801450","2000","3","6","Mississippi","28","Union","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",32682
"G2801470","2000","3","6","Mississippi","28","Walthall","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walthall County",22945
"G2801490","2000","3","6","Mississippi","28","Warren","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",35056
"G2801510","2000","3","6","Mississippi","28","Washington","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",25757
"G2801530","2000","3","6","Mississippi","28","Wayne","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",25918
"G2801550","2000","3","6","Mississippi","28","Webster","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",28834
"G2801570","2000","3","6","Mississippi","28","Wilkinson","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilkinson County",18929
"G2801590","2000","3","6","Mississippi","28","Winston","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winston County",28256
"G2801610","2000","3","6","Mississippi","28","Yalobusha","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yalobusha County",26315
"G2801630","2000","3","6","Mississippi","28","Yazoo","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yazoo County",24795
"G2900010","2000","2","4","Missouri","29","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",26677
"G2900030","2000","2","4","Missouri","29","Andrew","003",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Andrew County",40688
"G2900050","2000","2","4","Missouri","29","Atchison","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Atchison County",30959
"G2900070","2000","2","4","Missouri","29","Audrain","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Audrain County",32057
"G2900090","2000","2","4","Missouri","29","Barry","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barry County",28906
"G2900110","2000","2","4","Missouri","29","Barton","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barton County",29275
"G2900130","2000","2","4","Missouri","29","Bates","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bates County",30731
"G2900150","2000","2","4","Missouri","29","Benton","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",26646
"G2900170","2000","2","4","Missouri","29","Bollinger","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bollinger County",30462
"G2900190","2000","2","4","Missouri","29","Boone","019",,,,,,,,,,,,,"1740","9999","9999",,,,,,,,"Boone County",37485
"G2900210","2000","2","4","Missouri","29","Buchanan","021",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Buchanan County",34704
"G2900230","2000","2","4","Missouri","29","Butler","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butler County",27228
"G2900250","2000","2","4","Missouri","29","Caldwell","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell County",31240
"G2900270","2000","2","4","Missouri","29","Callaway","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Callaway County",39110
"G2900290","2000","2","4","Missouri","29","Camden","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Camden County",35840
"G2900310","2000","2","4","Missouri","29","Cape Girardeau","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cape Girardeau County",36458
"G2900330","2000","2","4","Missouri","29","Carroll","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",30643
"G2900350","2000","2","4","Missouri","29","Carter","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",22863
"G2900370","2000","2","4","Missouri","29","Cass","037",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Cass County",49562
"G2900390","2000","2","4","Missouri","29","Cedar","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cedar County",26694
"G2900410","2000","2","4","Missouri","29","Chariton","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chariton County",32285
"G2900430","2000","2","4","Missouri","29","Christian","043",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Christian County",38085
"G2900450","2000","2","4","Missouri","29","Clark","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",29457
"G2900470","2000","2","4","Missouri","29","Clay","047",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clay County",48347
"G2900490","2000","2","4","Missouri","29","Clinton","049",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clinton County",41629
"G2900510","2000","2","4","Missouri","29","Cole","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cole County",42924
"G2900530","2000","2","4","Missouri","29","Cooper","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cooper County",35313
"G2900550","2000","2","4","Missouri","29","Crawford","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",30860
"G2900570","2000","2","4","Missouri","29","Dade","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dade County",29097
"G2900590","2000","2","4","Missouri","29","Dallas","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dallas County",27346
"G2900610","2000","2","4","Missouri","29","Daviess","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daviess County",30855
"G2900630","2000","2","4","Missouri","29","DeKalb","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"DeKalb County",31654
"G2900650","2000","2","4","Missouri","29","Dent","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dent County",27193
"G2900670","2000","2","4","Missouri","29","Douglas","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",25918
"G2900690","2000","2","4","Missouri","29","Dunklin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dunklin County",24878
"G2900710","2000","2","4","Missouri","29","Franklin","071",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Franklin County",43474
"G2900730","2000","2","4","Missouri","29","Gasconade","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gasconade County",35047
"G2900750","2000","2","4","Missouri","29","Gentry","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gentry County",28750
"G2900770","2000","2","4","Missouri","29","Greene","077",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Greene County",34157
"G2900790","2000","2","4","Missouri","29","Grundy","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grundy County",27333
"G2900810","2000","2","4","Missouri","29","Harrison","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrison County",28707
"G2900830","2000","2","4","Missouri","29","Henry","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",30949
"G2900850","2000","2","4","Missouri","29","Hickory","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hickory County",25346
"G2900870","2000","2","4","Missouri","29","Holt","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holt County",29461
"G2900890","2000","2","4","Missouri","29","Howard","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howard County",31614
"G2900910","2000","2","4","Missouri","29","Howell","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howell County",25628
"G2900930","2000","2","4","Missouri","29","Iron","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iron County",26080
"G2900950","2000","2","4","Missouri","29","Jackson","095",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Jackson County",39277
"G2900970","2000","2","4","Missouri","29","Jasper","097",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Jasper County",31323
"G2900990","2000","2","4","Missouri","29","Jefferson","099",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Jefferson County",46338
"G2901010","2000","2","4","Missouri","29","Johnson","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",35391
"G2901030","2000","2","4","Missouri","29","Knox","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",27124
"G2901050","2000","2","4","Missouri","29","Laclede","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Laclede County",29562
"G2901070","2000","2","4","Missouri","29","Lafayette","107",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Lafayette County",38235
"G2901090","2000","2","4","Missouri","29","Lawrence","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",31239
"G2901110","2000","2","4","Missouri","29","Lewis","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis County",30651
"G2901130","2000","2","4","Missouri","29","Lincoln","113",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Lincoln County",42592
"G2901150","2000","2","4","Missouri","29","Linn","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linn County",28242
"G2901170","2000","2","4","Missouri","29","Livingston","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston County",32290
"G2901190","2000","2","4","Missouri","29","McDonald","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McDonald County",27010
"G2901210","2000","2","4","Missouri","29","Macon","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Macon County",30195
"G2901230","2000","2","4","Missouri","29","Madison","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",25601
"G2901250","2000","2","4","Missouri","29","Maries","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maries County",31925
"G2901270","2000","2","4","Missouri","29","Marion","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",31774
"G2901290","2000","2","4","Missouri","29","Mercer","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mercer County",29640
"G2901310","2000","2","4","Missouri","29","Miller","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miller County",30977
"G2901330","2000","2","4","Missouri","29","Mississippi","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mississippi County",23012
"G2901350","2000","2","4","Missouri","29","Moniteau","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moniteau County",37168
"G2901370","2000","2","4","Missouri","29","Monroe","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",30871
"G2901390","2000","2","4","Missouri","29","Montgomery","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",32772
"G2901410","2000","2","4","Missouri","29","Morgan","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",30659
"G2901430","2000","2","4","Missouri","29","New Madrid","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Madrid County",26826
"G2901450","2000","2","4","Missouri","29","Newton","145",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Newton County",35041
"G2901470","2000","2","4","Missouri","29","Nodaway","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nodaway County",31781
"G2901490","2000","2","4","Missouri","29","Oregon","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oregon County",22359
"G2901510","2000","2","4","Missouri","29","Osage","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osage County",39565
"G2901530","2000","2","4","Missouri","29","Ozark","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ozark County",25861
"G2901550","2000","2","4","Missouri","29","Pemiscot","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pemiscot County",21911
"G2901570","2000","2","4","Missouri","29","Perry","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",36632
"G2901590","2000","2","4","Missouri","29","Pettis","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pettis County",31822
"G2901610","2000","2","4","Missouri","29","Phelps","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phelps County",29378
"G2901630","2000","2","4","Missouri","29","Pike","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",32373
"G2901650","2000","2","4","Missouri","29","Platte","165",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Platte County",55849
"G2901670","2000","2","4","Missouri","29","Polk","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Polk County",29656
"G2901690","2000","2","4","Missouri","29","Pulaski","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",34247
"G2901710","2000","2","4","Missouri","29","Putnam","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Putnam County",26282
"G2901730","2000","2","4","Missouri","29","Ralls","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ralls County",37094
"G2901750","2000","2","4","Missouri","29","Randolph","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",31464
"G2901770","2000","2","4","Missouri","29","Ray","177",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Ray County",41886
"G2901790","2000","2","4","Missouri","29","Reynolds","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reynolds County",25867
"G2901810","2000","2","4","Missouri","29","Ripley","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ripley County",22761
"G2901830","2000","2","4","Missouri","29","St Charles","183",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Charles County",57258
"G2901850","2000","2","4","Missouri","29","St Clair","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Clair County",25321
"G2901860","2000","2","4","Missouri","29","Ste Genevieve","186",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ste. Genevieve County",39200
"G2901870","2000","2","4","Missouri","29","St Francois","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Francois County",31199
"G2901890","2000","2","4","Missouri","29","St Louis","189",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis County",50532
"G2901950","2000","2","4","Missouri","29","Saline","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",32743
"G2901970","2000","2","4","Missouri","29","Schuyler","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schuyler County",27385
"G2901990","2000","2","4","Missouri","29","Scotland","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scotland County",27409
"G2902010","2000","2","4","Missouri","29","Scott","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",31352
"G2902030","2000","2","4","Missouri","29","Shannon","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shannon County",20878
"G2902050","2000","2","4","Missouri","29","Shelby","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",29448
"G2902070","2000","2","4","Missouri","29","Stoddard","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stoddard County",26987
"G2902090","2000","2","4","Missouri","29","Stone","209",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",32637
"G2902110","2000","2","4","Missouri","29","Sullivan","211",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sullivan County",26107
"G2902130","2000","2","4","Missouri","29","Taney","213",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taney County",30898
"G2902150","2000","2","4","Missouri","29","Texas","215",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Texas County",24545
"G2902170","2000","2","4","Missouri","29","Vernon","217",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Vernon County",30021
"G2902190","2000","2","4","Missouri","29","Warren","219",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Warren County",41016
"G2902210","2000","2","4","Missouri","29","Washington","221",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",27112
"G2902230","2000","2","4","Missouri","29","Wayne","223",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",24007
"G2902250","2000","2","4","Missouri","29","Webster","225",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Webster County",31929
"G2902270","2000","2","4","Missouri","29","Worth","227",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Worth County",27471
"G2902290","2000","2","4","Missouri","29","Wright","229",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wright County",24691
"G2905100","2000","2","4","Missouri","29","St Louis City","510",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis city",27156
"G3000010","2000","4","8","Montana","30","Beaverhead","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beaverhead County",28962
"G3000030","2000","4","8","Montana","30","Big Horn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Big Horn County",27684
"G3000050","2000","4","8","Montana","30","Blaine","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blaine County",25247
"G3000070","2000","4","8","Montana","30","Broadwater","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Broadwater County",32689
"G3000090","2000","4","8","Montana","30","Carbon","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carbon County",32139
"G3000110","2000","4","8","Montana","30","Carter","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",26313
"G3000130","2000","4","8","Montana","30","Cascade","013",,,,,,,,,,,,,"3040","9999","9999",,,,,,,,"Cascade County",32971
"G3000150","2000","4","8","Montana","30","Chouteau","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chouteau County",29150
"G3000170","2000","4","8","Montana","30","Custer","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Custer County",30000
"G3000190","2000","4","8","Montana","30","Daniels","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daniels County",27306
"G3000210","2000","4","8","Montana","30","Dawson","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dawson County",31393
"G3000230","2000","4","8","Montana","30","Deer Lodge","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Deer Lodge County",26305
"G3000250","2000","4","8","Montana","30","Fallon","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fallon County",29944
"G3000270","2000","4","8","Montana","30","Fergus","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fergus County",30409
"G3000290","2000","4","8","Montana","30","Flathead","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Flathead County",34466
"G3000310","2000","4","8","Montana","30","Gallatin","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gallatin County",38120
"G3000330","2000","4","8","Montana","30","Garfield","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garfield County",25917
"G3000350","2000","4","8","Montana","30","Glacier","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glacier County",27921
"G3000370","2000","4","8","Montana","30","Golden Valley","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Golden Valley County",27308
"G3000390","2000","4","8","Montana","30","Granite","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Granite County",27813
"G3000410","2000","4","8","Montana","30","Hill","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hill County",30781
